amount,txn_hour,user_age,device_change,is_foreign,account_age_days,prev_txn_24h,avg_amount_30d,location_distance_km,label,merchant_cat_entertainment,merchant_cat_food,merchant_cat_grocery,merchant_cat_others,merchant_cat_travel,merchant_cat_utilities,txn_type_merchant,txn_type_p2p,txn_type_recharge
4090.0,2,54,0,0,392,2,1779.0,5.21,0,0,0,1,0,0,0,1,0,0
542.0,15,34,0,0,1671,1,388.0,1.73,0,0,0,1,0,0,0,0,1,0
2284.0,4,49,0,0,1356,0,318.0,0.75,0,0,1,0,0,0,0,1,0,0
2178.0,19,21,0,0,4097,1,625.0,0.29,0,0,0,0,0,0,0,1,0,0
1765.0,17,48,0,0,2256,2,252.0,4.62,0,0,0,1,0,0,0,0,1,0
5056.0,0,43,0,0,4110,2,250.0,0.4,0,0,0,0,1,0,0,1,0,0
750.0,3,29,0,0,2027,1,65.0,8.02,0,0,0,1,0,0,0,0,1,0
210.0,22,35,0,0,4340,2,844.0,2.21,0,0,1,0,0,0,0,1,0,0
1671.0,10,25,0,0,3731,1,1951.0,1.82,0,0,1,0,0,0,0,0,1,0
1960.0,19,49,0,0,1299,0,925.0,4.9,0,0,0,0,0,0,1,0,1,0
1284.0,8,37,0,0,1613,1,671.0,4.07,0,0,0,0,1,0,0,1,0,0
348.0,7,66,0,0,108,1,995.0,21.95,0,0,0,1,0,0,0,1,0,0
1053.0,7,57,0,0,1354,4,2716.0,0.26,0,0,0,0,1,0,0,1,0,0
561.0,4,30,0,0,1647,3,328.0,9.53,0,1,0,0,0,0,0,0,1,0
837.0,11,40,0,0,4221,1,451.0,4.57,0,0,0,0,0,1,0,1,0,0
1554.0,0,20,0,0,1117,1,270.0,10.71,0,0,0,0,0,0,0,1,0,0
2051.0,14,52,0,0,412,3,13.0,5.92,0,0,0,0,0,0,0,0,1,0
396.0,17,56,0,0,3021,1,341.0,7.18,0,0,0,0,0,0,1,0,1,0
780.0,5,67,0,0,237,0,59.0,7.73,0,0,0,0,1,0,0,0,0,0
470.0,9,38,0,0,2703,4,1564.0,0.08,0,0,0,0,0,0,1,1,0,0
332.0,13,24,1,0,209,0,1006.0,9.11,0,0,0,1,0,0,0,0,1,0
2294.0,20,43,0,0,4106,5,290.0,5.69,0,0,0,0,0,0,0,0,0,0
3600.0,7,40,0,0,3249,1,318.0,14.72,0,0,0,0,0,0,1,1,0,0
694.0,2,49,0,0,2814,3,674.0,0.71,0,0,0,0,0,1,0,1,0,0
2087.0,21,19,0,0,2338,0,1280.0,12.73,0,0,0,1,0,0,0,0,1,0
3409.0,21,56,0,0,1831,0,1015.0,9.64,0,0,0,0,0,0,0,0,1,0
2807.0,18,19,1,0,1952,2,23.0,1.28,0,0,1,0,0,0,0,1,0,0
303.0,11,56,1,0,2128,1,1231.0,0.66,0,0,0,0,0,0,1,1,0,0
4695.0,11,63,0,0,3802,1,1705.0,4.95,0,0,0,0,0,1,0,0,0,0
709.0,14,32,0,0,2454,1,75.0,5.63,0,0,0,0,1,0,0,1,0,0
622.0,6,33,0,0,3172,0,1176.0,6.21,0,0,0,0,0,0,1,0,1,0
97.0,3,43,0,0,2071,0,232.0,9.34,0,0,0,1,0,0,0,1,0,0
999.0,20,25,0,0,2757,1,153.0,4.07,0,0,0,0,0,0,1,0,1,0
173.0,8,33,0,0,1414,0,628.0,1.67,0,0,0,0,1,0,0,0,0,0
429.0,21,38,0,0,247,0,644.0,9.73,0,0,0,0,1,0,0,0,1,0
572.0,15,56,0,0,4861,1,509.0,2.84,0,0,0,0,1,0,0,1,0,0
2482.0,12,28,0,1,2534,1,1857.0,2.85,0,0,0,1,0,0,0,1,0,0
3125.0,3,41,0,0,3563,4,221.0,3.39,0,1,0,0,0,0,0,1,0,0
540.0,23,53,0,1,787,1,738.0,9.03,0,0,0,0,1,0,0,1,0,0
2935.0,8,35,0,0,2444,0,422.0,17.66,0,0,0,0,0,0,1,1,0,0
2920.0,20,40,0,0,342,0,1656.0,0.94,0,0,0,1,0,0,0,0,1,0
2170.0,17,30,0,0,4018,1,114.0,0.65,0,0,0,0,1,0,0,1,0,0
238.0,14,66,0,0,4803,0,69.0,1.7,0,0,1,0,0,0,0,0,1,0
1758.0,14,61,0,0,1183,1,3943.0,11.73,0,0,0,1,0,0,0,1,0,0
4351.0,5,67,0,0,1047,1,689.0,3.76,0,0,0,1,0,0,0,1,0,0
1721.0,10,59,0,0,1021,0,1944.0,0.03,0,0,0,0,0,0,1,1,0,0
604.0,7,56,0,0,3312,1,420.0,4.36,0,0,1,0,0,0,0,0,1,0
1041.0,20,61,0,0,2243,2,742.0,3.98,0,0,0,0,0,0,0,1,0,0
1557.0,16,61,0,0,711,1,948.0,0.42,0,0,0,0,0,1,0,0,1,0
1072.0,23,62,0,0,3061,3,3421.0,0.81,0,1,0,0,0,0,0,1,0,0
192.0,16,18,0,0,1162,1,96.0,0.49,0,0,0,0,0,1,0,1,0,0
561.0,23,24,0,0,2558,2,107.0,3.68,0,0,0,1,0,0,0,0,1,0
2432.0,17,65,0,0,4932,0,593.0,3.79,0,0,0,0,0,0,1,0,1,0
2964.0,3,65,0,0,727,0,46.0,3.08,0,0,0,0,0,0,0,0,1,0
222.0,14,38,0,0,4380,2,1040.0,3.0,0,0,0,1,0,0,0,0,0,1
4567.0,1,33,0,0,1517,0,3747.0,4.34,0,0,1,0,0,0,0,0,1,0
598.0,1,65,0,0,4535,0,1335.0,5.43,0,0,0,0,1,0,0,1,0,0
1628.0,9,31,0,0,3698,0,247.0,16.59,0,0,1,0,0,0,0,0,1,0
2090.0,2,60,0,0,4853,3,1286.0,3.94,0,0,0,0,0,0,0,1,0,0
2507.0,7,68,0,0,2265,1,791.0,1.54,0,0,1,0,0,0,0,0,0,0
4371.0,19,60,0,0,2981,1,102.0,18.37,0,0,1,0,0,0,0,1,0,0
563.0,6,19,0,0,3342,2,668.0,0.56,0,0,0,0,1,0,0,1,0,0
2933.0,11,48,0,0,4051,3,1817.0,1.87,0,0,0,0,1,0,0,1,0,0
212.0,18,56,0,0,4773,1,274.0,11.64,0,0,0,1,0,0,0,1,0,0
1831.0,14,26,0,0,2930,1,861.0,14.4,0,0,0,1,0,0,0,0,1,0
2032.0,13,58,0,0,1643,1,34.0,5.18,0,0,0,1,0,0,0,0,0,0
1699.0,15,31,0,0,1784,2,1438.0,0.07,0,1,0,0,0,0,0,1,0,0
436.0,13,27,0,0,1875,0,184.0,2.92,0,0,0,0,0,0,0,0,1,0
3096.0,2,65,0,0,853,1,750.0,13.5,0,0,0,1,0,0,0,1,0,0
277.0,17,41,0,0,3101,0,594.0,11.02,0,0,1,0,0,0,0,1,0,0
83.0,21,67,0,0,1745,3,635.0,11.21,0,0,0,1,0,0,0,1,0,0
1896.0,5,50,0,0,2041,1,234.0,1.74,0,0,0,0,0,0,0,0,1,0
968.0,16,51,0,0,710,0,655.0,8.71,0,0,1,0,0,0,0,1,0,0
2837.0,22,37,0,0,2649,2,739.0,5.58,0,0,0,1,0,0,0,1,0,0
725.0,13,45,0,0,70,2,443.0,11.21,0,0,1,0,0,0,0,1,0,0
276.0,13,21,0,0,4801,5,802.0,5.08,0,0,0,0,1,0,0,1,0,0
2716.0,19,51,0,0,46,0,170.0,2.35,0,0,0,1,0,0,0,0,1,0
1194.0,12,21,0,0,3135,1,575.0,5.03,1,0,1,0,0,0,0,1,0,0
315.0,2,23,0,0,1655,2,1009.0,2.21,0,0,0,0,1,0,0,1,0,0
1912.0,12,39,0,0,917,1,367.0,0.01,0,0,0,0,1,0,0,1,0,0
1073.0,23,21,0,0,2545,1,424.0,8.49,0,0,1,0,0,0,0,1,0,0
1391.0,1,67,0,0,1051,0,143.0,9.46,0,0,0,0,0,0,1,0,1,0
927.0,8,22,0,0,1215,1,767.0,6.89,0,0,0,0,0,0,0,0,0,1
2647.0,12,28,0,0,1815,1,105.0,1.29,0,0,0,0,0,1,0,0,1,0
2654.0,7,62,0,0,3300,3,556.0,0.73,0,0,0,0,1,0,0,0,0,0
1854.0,15,52,1,0,4964,1,189.0,0.93,0,0,1,0,0,0,0,0,0,0
167.0,23,36,0,0,4320,1,173.0,3.48,0,0,1,0,0,0,0,0,1,0
2738.0,2,69,1,0,3367,0,81.0,1.53,0,0,0,1,0,0,0,1,0,0
1668.0,12,28,0,0,1082,2,354.0,10.53,0,0,0,0,0,0,1,1,0,0
1791.0,3,28,0,0,813,2,1616.0,3.93,0,0,0,0,0,0,1,1,0,0
676.0,17,44,0,0,4817,0,743.0,2.99,0,0,0,0,0,0,1,0,1,0
3171.0,1,19,0,0,925,3,1208.0,10.26,0,0,0,0,0,0,0,1,0,0
1939.0,19,64,0,0,4592,1,97.0,0.42,0,0,1,0,0,0,0,1,0,0
179.0,21,25,0,0,3170,2,301.0,10.24,0,0,0,0,0,0,1,1,0,0
786.0,20,51,0,0,2106,1,394.0,8.1,0,0,0,1,0,0,0,0,1,0
3262.0,14,57,0,0,1371,1,1573.0,5.81,0,0,0,1,0,0,0,1,0,0
73.0,16,37,0,0,529,1,873.0,0.59,0,0,0,1,0,0,0,0,0,0
4882.0,9,40,0,0,632,1,539.0,0.27,0,0,0,0,0,1,0,0,0,0
1705.0,0,32,0,0,535,1,286.0,0.91,0,0,0,0,0,0,1,0,1,0
1497.0,5,65,0,0,4578,2,1142.0,1.58,0,0,0,0,1,0,0,1,0,0
473.0,2,30,0,0,2770,1,1754.0,4.79,0,0,0,1,0,0,0,1,0,0
429.0,18,48,0,0,213,2,616.0,0.42,0,0,0,0,1,0,0,1,0,0
4272.0,6,66,0,0,2196,1,36.0,1.01,0,0,0,0,0,1,0,1,0,0
531.0,12,63,1,0,1120,1,254.0,1.12,0,0,1,0,0,0,0,1,0,0
2241.0,12,31,0,0,4556,2,1096.0,5.55,0,0,0,0,0,0,0,1,0,0
749.0,16,18,0,0,4169,2,392.0,2.12,0,0,0,1,0,0,0,0,1,0
225.0,0,44,1,0,4427,2,787.0,1.61,0,0,0,0,1,0,0,1,0,0
16.0,13,50,0,0,4145,2,595.0,0.15,0,0,0,1,0,0,0,0,1,0
1179.0,2,52,0,0,3294,3,1906.0,0.5,0,0,0,1,0,0,0,1,0,0
5581.0,13,32,0,0,794,1,293.0,3.99,0,0,0,1,0,0,0,1,0,0
691.0,23,22,0,0,4601,1,473.0,5.02,0,0,0,0,1,0,0,0,0,0
663.0,0,54,0,0,2588,1,54.0,6.78,1,0,0,1,0,0,0,0,0,0
633.0,15,21,0,0,2867,1,1308.0,3.44,0,0,0,1,0,0,0,0,1,0
1103.0,9,63,0,0,680,1,315.0,1.57,0,0,1,0,0,0,0,1,0,0
872.0,12,37,0,0,2794,1,1024.0,1.73,0,0,1,0,0,0,0,1,0,0
3179.0,3,56,0,0,1203,0,2.0,5.26,0,0,1,0,0,0,0,0,0,0
1056.0,8,39,0,0,57,0,1617.0,2.78,0,0,1,0,0,0,0,0,1,0
1063.0,13,41,0,0,336,2,2859.0,0.86,0,0,0,0,1,0,0,0,0,1
223.0,3,64,0,0,2544,2,508.0,0.02,0,0,0,0,1,0,0,1,0,0
6089.0,9,28,0,0,584,4,527.0,1.51,0,1,0,0,0,0,0,1,0,0
431.0,7,63,0,0,2243,1,766.0,7.04,0,0,0,1,0,0,0,1,0,0
114.0,22,23,0,0,4099,1,2955.0,5.46,0,1,0,0,0,0,0,0,1,0
1632.0,2,44,0,1,2250,0,654.0,0.51,0,0,0,1,0,0,0,1,0,0
1357.0,22,27,0,0,3263,1,61.0,2.94,0,0,0,1,0,0,0,0,1,0
805.0,6,56,0,0,1932,1,666.0,0.78,0,0,0,0,1,0,0,0,0,0
823.0,9,27,0,0,4303,1,434.0,3.2,0,0,0,0,1,0,0,0,1,0
2306.0,2,63,1,0,2611,2,1145.0,0.59,0,0,0,0,0,0,1,0,0,0
327.0,1,43,0,0,2798,1,289.0,5.69,0,0,0,0,1,0,0,0,0,0
2574.0,14,54,0,0,907,0,2067.0,4.38,0,0,0,0,1,0,0,0,1,0
1569.0,8,50,0,0,3206,2,1288.0,1.5,0,0,0,0,0,0,1,0,1,0
814.0,14,68,0,0,1932,0,316.0,24.41,0,0,0,0,0,0,1,0,0,0
919.0,16,25,0,0,2002,1,347.0,4.44,0,1,0,0,0,0,0,0,0,0
445.0,6,68,0,0,1305,0,584.0,1.56,0,0,0,1,0,0,0,1,0,0
2092.0,19,66,0,0,2264,1,84.0,2.21,0,0,0,1,0,0,0,0,1,0
1079.0,17,68,0,0,2640,2,937.0,12.39,0,1,0,0,0,0,0,1,0,0
580.0,14,45,0,0,3364,0,752.0,1.14,0,0,0,1,0,0,0,0,0,0
1360.0,17,65,0,0,2980,0,307.0,1.14,0,0,0,1,0,0,0,0,1,0
8186.0,23,53,0,0,3093,0,813.0,4.23,0,0,0,1,0,0,0,1,0,0
857.0,22,57,0,0,1585,1,83.0,2.02,0,0,1,0,0,0,0,0,0,0
3802.0,11,42,0,0,3446,1,2430.0,1.81,0,0,0,0,1,0,0,1,0,0
635.0,22,53,0,0,1596,1,55.0,2.64,0,0,0,0,0,0,1,0,1,0
84.0,20,30,0,0,4970,0,319.0,8.89,0,0,1,0,0,0,0,0,0,0
343.0,7,24,0,0,754,0,2820.0,9.19,0,0,0,0,1,0,0,1,0,0
814.0,1,18,0,0,446,1,406.0,5.48,0,0,0,0,1,0,0,0,0,0
372.0,1,26,0,0,4491,1,1734.0,4.31,0,0,1,0,0,0,0,1,0,0
0.0,4,45,0,0,3662,0,131.0,0.08,0,0,0,0,1,0,0,0,1,0
3698.0,0,53,0,0,2000,1,55.0,4.16,0,0,1,0,0,0,0,0,0,0
2786.0,21,63,0,0,643,1,92.0,15.41,0,0,0,1,0,0,0,0,0,0
2034.0,3,47,0,0,2489,1,2862.0,9.08,0,0,0,1,0,0,0,0,1,0
276.0,5,26,0,0,4310,2,74.0,0.78,0,0,0,0,0,0,1,0,1,0
192.0,22,47,0,0,4224,1,844.0,18.24,0,0,1,0,0,0,0,0,0,1
105.0,12,52,0,0,512,0,465.0,1.22,0,0,0,0,0,0,1,1,0,0
1931.0,18,64,0,0,1643,3,1577.0,0.66,0,0,0,0,0,0,1,0,0,1
3964.0,10,44,0,0,3765,1,279.0,1.7,0,0,0,0,0,0,0,0,1,0
845.0,12,46,0,0,4802,1,23.0,0.76,0,0,0,0,0,0,0,0,1,0
190.0,7,22,0,0,3390,2,1105.0,1.27,0,0,1,0,0,0,0,0,1,0
1077.0,6,18,0,0,1069,1,711.0,1.85,0,0,0,1,0,0,0,0,1,0
643.0,12,60,0,0,2105,0,456.0,4.47,0,0,0,0,0,0,1,1,0,0
705.0,0,68,0,0,4482,0,312.0,4.76,0,0,0,0,0,0,1,0,1,0
1457.0,5,22,1,0,3941,0,1838.0,3.82,0,0,0,0,0,0,1,1,0,0
1903.0,6,46,0,0,1432,2,104.0,1.77,0,0,0,1,0,0,0,0,1,0
176.0,15,34,0,1,2565,1,122.0,15.33,0,0,0,0,0,0,1,0,0,1
54.0,14,68,1,0,3548,2,12.0,1.76,0,0,0,0,1,0,0,0,1,0
7759.0,19,66,0,0,1955,2,60.0,2.56,0,0,0,0,1,0,0,0,0,1
397.0,1,54,0,0,3091,2,1558.0,2.74,0,0,0,0,1,0,0,1,0,0
83.0,22,41,0,1,1055,2,1263.0,0.11,0,0,0,0,0,0,1,1,0,0
316.0,15,69,0,1,4051,5,86.0,2.8,0,0,0,1,0,0,0,0,1,0
60.0,16,44,0,0,1515,4,1211.0,2.07,0,0,0,0,0,0,1,0,1,0
746.0,23,26,0,0,2516,1,820.0,0.37,0,0,0,0,1,0,0,1,0,0
2432.0,14,55,0,0,1873,0,392.0,8.33,0,0,0,1,0,0,0,0,1,0
626.0,2,30,0,0,2444,1,70.0,6.22,0,0,0,1,0,0,0,0,1,0
881.0,3,43,0,0,419,2,738.0,1.67,0,0,0,1,0,0,0,0,1,0
1689.0,11,28,0,0,3002,0,1464.0,1.51,0,0,0,0,0,1,0,1,0,0
1067.0,4,41,0,0,2685,2,437.0,11.75,0,0,1,0,0,0,0,0,1,0
2965.0,16,50,0,0,2774,1,442.0,1.05,0,0,0,0,0,0,0,0,0,0
3015.0,5,66,0,0,1322,0,1402.0,10.35,0,0,0,0,1,0,0,0,1,0
15.0,9,23,0,0,3215,2,189.0,0.41,0,0,0,0,0,0,1,0,1,0
2258.0,21,52,0,0,3607,0,151.0,9.15,0,0,0,1,0,0,0,0,0,0
926.0,17,33,0,0,3184,1,951.0,3.9,0,0,0,1,0,0,0,0,1,0
6743.0,9,30,0,0,269,0,855.0,7.48,0,0,0,1,0,0,0,0,0,0
990.0,5,61,1,0,3168,0,1945.0,0.49,0,0,1,0,0,0,0,0,0,0
6502.0,23,28,0,0,2379,0,325.0,2.72,0,0,0,1,0,0,0,0,0,0
2107.0,5,40,0,0,1486,2,181.0,2.99,0,0,1,0,0,0,0,1,0,0
429.0,19,19,0,0,4387,0,448.0,3.62,0,1,0,0,0,0,0,1,0,0
1160.0,14,47,0,0,815,0,387.0,4.94,0,0,0,0,0,0,1,0,1,0
7268.0,3,36,0,0,4331,2,2226.0,2.47,0,0,0,1,0,0,0,0,0,1
2923.0,15,57,0,0,4402,2,1997.0,2.97,0,0,1,0,0,0,0,1,0,0
154.0,21,62,0,0,4183,2,447.0,2.31,0,0,0,0,1,0,0,1,0,0
1838.0,23,63,0,0,2856,4,425.0,6.0,0,0,0,0,0,0,0,0,1,0
636.0,7,64,0,0,710,2,471.0,11.95,0,0,0,0,0,0,0,0,1,0
11.0,6,66,0,0,733,0,1050.0,0.61,0,0,0,0,0,0,1,1,0,0
775.0,18,32,0,0,3215,1,639.0,1.69,0,0,0,0,0,0,1,0,1,0
401.0,16,59,0,0,2874,2,272.0,1.24,0,0,0,1,0,0,0,1,0,0
2563.0,20,50,0,0,1825,2,1171.0,14.01,0,0,0,0,0,1,0,1,0,0
617.0,12,61,0,0,1960,1,1873.0,4.51,0,0,0,0,0,0,1,1,0,0
2636.0,14,58,0,0,4513,5,1012.0,0.77,0,0,0,0,1,0,0,1,0,0
1.0,1,22,0,0,3225,0,173.0,2.54,0,0,0,1,0,0,0,0,1,0
552.0,9,39,0,0,3643,0,1255.0,3.21,0,1,0,0,0,0,0,0,1,0
414.0,12,44,0,0,2416,0,3604.0,4.88,0,0,0,0,0,0,0,1,0,0
399.0,17,64,0,0,3097,0,925.0,1.21,0,0,0,0,0,0,1,1,0,0
106.0,22,52,0,0,3315,2,224.0,3.49,0,0,0,0,0,0,1,0,0,0
311.0,10,36,0,0,452,1,4.0,8.09,0,0,1,0,0,0,0,0,1,0
1216.0,12,56,0,0,1102,0,389.0,5.39,0,0,0,0,1,0,0,1,0,0
517.0,18,24,0,0,2769,0,508.0,0.55,0,0,0,0,0,0,0,1,0,0
810.0,23,56,0,0,2153,2,1923.0,12.17,0,0,1,0,0,0,0,1,0,0
709.0,23,51,0,0,2651,1,773.0,2.07,0,0,0,1,0,0,0,1,0,0
3130.0,21,51,0,0,2724,0,265.0,2.76,0,0,0,0,0,1,0,1,0,0
3536.0,4,44,1,0,3938,0,941.0,5.89,0,0,0,0,0,0,0,0,1,0
1019.0,2,61,0,0,2442,0,77.0,3.09,0,0,0,0,1,0,0,0,1,0
601.0,18,22,0,0,1139,2,192.0,4.43,0,0,0,0,1,0,0,0,1,0
169.0,22,21,0,0,1686,0,1092.0,3.25,0,0,0,0,1,0,0,1,0,0
4599.0,12,24,0,0,598,1,282.0,1.84,0,0,0,1,0,0,0,1,0,0
93.0,4,65,0,0,4144,2,25.0,2.91,0,0,0,0,0,0,1,0,1,0
530.0,11,20,0,0,4284,0,549.0,1.87,0,0,0,0,0,0,0,1,0,0
531.0,13,38,0,0,2562,0,858.0,2.98,0,0,0,0,1,0,0,0,0,0
579.0,5,51,0,0,791,1,1245.0,1.13,0,0,0,0,0,1,0,1,0,0
269.0,21,66,0,0,3123,2,292.0,0.31,0,0,1,0,0,0,0,0,0,1
2293.0,8,26,1,0,2274,2,442.0,6.0,0,0,0,0,0,1,0,0,1,0
196.0,16,37,0,0,3440,2,651.0,0.67,0,0,0,0,0,0,0,0,1,0
1511.0,7,57,0,0,3152,1,62.0,8.64,0,0,1,0,0,0,0,0,0,1
198.0,12,29,0,0,924,2,176.0,2.26,0,0,0,1,0,0,0,0,1,0
110.0,4,56,0,0,1230,1,369.0,1.43,0,0,0,0,1,0,0,0,0,0
3602.0,21,63,0,0,4724,1,249.0,2.64,0,0,0,0,1,0,0,0,0,0
316.0,21,45,0,0,2817,2,502.0,0.81,0,0,0,0,0,1,0,1,0,0
2583.0,16,65,0,0,3071,0,842.0,9.45,0,0,0,0,1,0,0,0,1,0
1180.0,2,50,0,0,1001,0,621.0,0.91,0,0,0,1,0,0,0,1,0,0
122.0,5,27,0,0,1241,0,1191.0,3.4,0,0,0,0,1,0,0,0,1,0
4667.0,13,28,0,0,456,1,788.0,0.88,0,0,0,1,0,0,0,0,1,0
425.0,14,24,0,0,3687,0,276.0,0.23,0,0,0,0,0,1,0,0,1,0
2945.0,13,35,0,0,3647,1,102.0,7.99,0,0,0,0,0,1,0,0,1,0
277.0,10,36,0,0,4095,1,817.0,4.08,0,0,0,0,0,0,0,1,0,0
2886.0,10,31,0,0,1767,0,191.0,0.41,0,0,1,0,0,0,0,0,0,1
20.0,8,34,0,0,1523,1,307.0,11.17,0,0,0,0,0,0,0,1,0,0
1075.0,5,40,0,0,2286,2,1269.0,2.49,0,0,0,0,1,0,0,0,1,0
2201.0,14,36,0,0,1331,3,199.0,2.78,0,0,0,1,0,0,0,0,1,0
4095.0,11,62,0,0,2810,2,617.0,3.41,0,0,1,0,0,0,0,0,0,1
3599.0,5,20,0,0,2790,2,80.0,1.27,0,1,0,0,0,0,0,0,1,0
2569.0,0,51,0,0,1121,1,431.0,4.0,0,0,0,1,0,0,0,0,1,0
3286.0,15,42,0,0,652,0,3141.0,1.44,0,0,1,0,0,0,0,0,1,0
333.0,19,58,1,0,4748,4,2470.0,9.04,0,0,0,0,0,0,1,0,1,0
501.0,14,48,0,0,1053,0,2344.0,8.75,0,0,0,1,0,0,0,1,0,0
512.0,1,56,0,0,873,3,723.0,3.24,0,1,0,0,0,0,0,1,0,0
710.0,16,31,0,0,1085,0,279.0,3.79,0,0,0,1,0,0,0,1,0,0
750.0,2,54,0,0,2089,2,351.0,24.72,0,0,0,1,0,0,0,1,0,0
1180.0,2,69,0,1,3566,2,185.0,7.93,0,0,0,0,0,0,1,0,0,0
261.0,4,64,0,0,4066,0,82.0,0.32,0,0,1,0,0,0,0,1,0,0
1763.0,16,37,0,0,2807,2,148.0,0.95,0,0,0,0,1,0,0,0,1,0
275.0,22,49,0,0,1694,0,504.0,4.53,0,0,0,0,1,0,0,0,1,0
557.0,16,50,0,0,4061,2,22.0,2.32,0,0,1,0,0,0,0,1,0,0
1050.0,19,69,0,0,2343,2,2240.0,8.15,0,0,1,0,0,0,0,1,0,0
2388.0,5,48,0,0,4079,1,660.0,5.12,0,0,0,1,0,0,0,1,0,0
2018.0,0,24,0,0,2306,0,152.0,23.38,0,0,0,1,0,0,0,0,1,0
1556.0,6,22,0,0,2778,1,431.0,0.06,0,0,1,0,0,0,0,0,1,0
254.0,14,21,0,0,1473,0,378.0,2.88,0,0,0,0,1,0,0,1,0,0
1188.0,6,28,0,0,3740,0,1443.0,2.62,0,0,0,1,0,0,0,0,1,0
137.0,18,36,0,0,3379,1,103.0,2.85,0,0,0,1,0,0,0,1,0,0
711.0,19,55,0,0,1288,3,450.0,10.82,0,0,1,0,0,0,0,1,0,0
800.0,21,37,0,0,2335,0,994.0,2.6,0,0,0,0,0,0,0,0,1,0
61.0,10,44,0,0,1575,0,374.0,7.96,0,0,0,0,0,1,0,0,1,0
480.0,22,46,0,0,1212,0,354.0,5.01,0,0,1,0,0,0,0,0,1,0
4673.0,13,35,0,0,2290,0,333.0,3.34,0,0,1,0,0,0,0,0,1,0
4607.0,12,54,0,0,1619,1,1148.0,5.9,0,0,0,1,0,0,0,1,0,0
652.0,19,69,0,0,2253,1,102.0,1.3,0,0,0,0,1,0,0,0,1,0
66.0,8,64,0,0,656,3,1554.0,0.77,0,0,0,0,0,0,0,0,0,0
296.0,8,42,0,0,2327,0,59.0,17.08,0,0,0,0,1,0,0,1,0,0
747.0,15,37,0,0,395,1,307.0,2.48,0,0,1,0,0,0,0,1,0,0
4428.0,11,23,0,0,472,1,394.0,1.81,0,0,0,0,1,0,0,0,1,0
228.0,9,53,0,0,1718,1,400.0,1.54,0,0,0,0,0,1,0,0,1,0
2163.0,5,66,0,0,4083,3,166.0,4.87,0,0,0,1,0,0,0,1,0,0
173.0,17,32,1,0,3364,1,739.0,28.18,1,0,0,0,1,0,0,1,0,0
5965.0,1,35,0,0,4153,1,483.0,11.26,0,0,0,0,0,0,1,0,0,0
721.0,19,55,0,0,464,2,671.0,2.56,0,0,0,0,0,0,0,1,0,0
2239.0,8,42,0,0,962,1,763.0,11.28,0,0,0,1,0,0,0,1,0,0
629.0,18,37,0,0,602,2,170.0,3.05,0,0,0,0,0,0,1,1,0,0
1482.0,5,39,1,0,4612,1,2024.0,0.58,0,0,0,0,0,0,1,0,1,0
320.0,1,68,0,0,2781,1,1418.0,1.04,0,0,0,0,0,1,0,0,0,1
237.0,14,29,0,0,22,1,1410.0,1.39,0,0,0,0,0,1,0,0,0,1
4172.0,16,58,0,0,4800,0,607.0,12.49,0,0,0,0,0,0,1,1,0,0
3745.0,15,57,1,0,4422,2,1372.0,19.31,0,1,0,0,0,0,0,0,1,0
3277.0,20,64,0,0,2474,0,790.0,1.29,0,0,0,0,0,0,1,0,0,0
1473.0,7,50,0,0,4826,0,479.0,2.58,0,0,0,1,0,0,0,0,1,0
2477.0,9,46,0,0,39,5,1117.0,19.96,0,0,0,0,1,0,0,1,0,0
107.0,9,19,0,0,3829,0,733.0,9.39,0,0,0,0,0,0,0,1,0,0
611.0,17,43,0,0,30,2,2.0,2.92,0,0,1,0,0,0,0,0,1,0
565.0,9,49,0,0,2209,2,4648.0,3.01,0,0,0,0,0,1,0,1,0,0
1514.0,8,20,0,0,616,1,449.0,10.54,0,0,1,0,0,0,0,0,1,0
660.0,23,47,0,0,2357,1,678.0,0.15,0,0,0,0,0,0,0,1,0,0
241.0,18,36,0,0,2182,3,417.0,13.35,0,0,0,0,0,0,0,0,0,0
1361.0,0,27,0,0,2614,0,85.0,0.47,0,0,0,0,0,0,1,0,1,0
2526.0,3,42,0,0,4024,1,1437.0,11.59,0,0,0,0,1,0,0,0,1,0
722.0,23,63,1,0,4132,0,918.0,0.33,0,0,0,0,0,0,1,0,0,1
213.0,2,36,0,0,4927,1,1411.0,17.39,0,0,1,0,0,0,0,1,0,0
329.0,9,60,0,0,1667,0,529.0,0.04,0,0,0,1,0,0,0,0,1,0
407.0,11,38,0,0,80,2,1255.0,16.75,0,0,0,1,0,0,0,0,1,0
535.0,17,23,0,0,4880,2,1278.0,0.32,0,0,0,0,0,0,0,0,0,1
1544.0,22,68,0,0,4008,1,328.0,0.67,0,0,0,1,0,0,0,1,0,0
1378.0,19,31,0,0,4533,1,3.0,16.47,0,0,1,0,0,0,0,0,0,0
1786.0,5,25,0,0,1158,2,1572.0,7.85,0,0,0,1,0,0,0,1,0,0
675.0,20,19,0,0,4501,0,163.0,9.16,0,0,0,0,0,0,0,1,0,0
2606.0,1,35,0,0,1741,3,1624.0,2.82,0,0,0,0,0,1,0,0,1,0
342.0,9,39,0,1,4361,1,770.0,0.42,0,0,0,0,1,0,0,0,1,0
950.0,1,47,0,0,4329,0,806.0,0.81,0,0,0,0,1,0,0,1,0,0
2421.0,8,53,0,0,447,0,227.0,12.87,0,0,0,0,0,0,1,0,1,0
298.0,9,45,0,0,1052,0,412.0,2.43,0,0,0,0,0,0,0,1,0,0
